0	1	0	2000	1000	15	9	9	55	9	9	100	9	45	9	9	100	9	9	71	9	9	9	45	30
0	2	0	2000	1000	15	9	100	9	9	9	100	9	9	100	9	9	9	90	9	9	9	9	9	43
0	3	0	2000	1000	16	16	100	9	9	9	58	9	9	11	100	9	76	9	9	9	40	9	100	9
0	4	1	2000	1000	27	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	0	2000	1000	14	9	43	9	100	9	9	90	9	9	9	9	58	9	29	71	9	9	9	9
0	6	0	2000	1000	17	9	9	76	9	9	9	9	9	9	9	83	9	9	9	100	9	14	100	9
0	7	0	2000	1000	20	9	9	9	83	9	9	9	9	10	100	9	9	90	9	9	9	76	9	9
0	8	0	2000	1000	17	9	37	26	9	100	9	9	100	9	9	45	9	10	100	9	47	9	9	100
0	9	0	2000	1000	15	9	45	9	9	100	9	9	100	9	9	71	9	9	9	9	9	100	9	28
0	10	0	2000	1000	19	9	9	100	9	9	100	9	58	9	76	9	9	100	9	9	9	100	9	9
0	11	0	2000	1000	15	9	14	100	9	9	100	9	55	9	9	23	71	9	9	9	9	9	9	9
0	12	0	2000	1000	20	9	9	37	9	100	9	9	100	9	58	9	9	9	100	9	10	100	9	9
0	13	0	2000	1000	17	9	62	9	9	9	9	83	9	9	62	9	9	52	9	9	83	9	9	9
0	14	1	2000	1000	18	9	71	9	9	47	9	9	9	9	9	9	9	0	0	0	0	0	0	0
0	15	0	2000	1000	17	9	15	100	9	9	83	9	9	26	41	9	38	9	9	100	9	9	76	9
0	16	0	2000	1000	21	9	9	9	66	9	9	9	9	100	9	9	83	9	9	90	9	9	9	71
0	17	0	2000	1000	15	83	9	9	9	9	76	9	9	9	9	71	9	9	9	83	9	9	47	27
0	18	0	2000	1000	19	47	9	9	100	9	9	9	100	9	9	100	9	9	76	9	9	9	9	83
0	19	0	2000	1000	19	41	9	20	83	9	9	9	9	9	9	100	9	9	9	45	9	9	100	9
0	20	0	2000	1000	14	83	9	9	9	9	9	23	11	83	9	9	9	9	100	9	9	9	52	9
0	21	0	2000	1000	15	90	9	9	41	9	9	9	9	100	9	9	22	71	9	9	9	9	9	9
0	22	1	2000	1000	16	62	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0
0	23	0	2000	1000	16	58	9	9	9	9	100	9	9	9	47	9	9	9	9	100	9	9	32	9
0	24	1	2000	1000	18	9	17	55	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0
0	25	0	2000	1000	16	9	71	9	9	9	9	16	71	9	9	9	9	9	12	100	9	9	9	13
0	26	0	2000	1000	14	9	90	9	9	9	11	100	9	9	55	9	9	9	40	9	9	55	9	9
0	27	0	2000	1000	15	100	9	9	50	9	9	9	9	100	9	9	19	43	9	9	9	47	9	9
0	28	0	2000	1000	16	90	9	9	9	100	9	9	9	100	9	9	9	100	9	9	43	9	9	9
0	29	0	2000	1000	17	83	9	9	9	9	37	9	9	100	9	9	14	100	9	9	9	100	9	9
0	30	0	2000	1000	16	83	9	9	11	100	9	9	9	100	9	9	19	58	9	9	9	9	9	9
0	31	0	2000	1000	18	9	9	9	10	100	9	9	9	76	9	9	9	27	33	9	9	71	9	9
0	32	0	2000	1000	16	100	9	9	9	13	100	9	9	9	50	9	9	21	25	23	9	76	9	9
