"","prd","rep","ext_prob","ext_prob_sd","ext_prob_95ci_inf","ext_prob_95ci_sup","act_dev_bflast","act_dev_bflast_sd","act_dev_bflast_95ci_inf","act_dev_bflast_95ci_sup","act_dev","act_dev_sd","act_dev_95ci_inf","act_dev_95ci_sup","fin_yield_bflast","fin_yield_bflast_sd","fin_yield_bflast_95ci_inf","fin_yield_bflast_95ci_sup","fin_yield","fin_yield_sd","fin_yield_95ci_inf","fin_yield_95ci_sup","ineq_bflast","ineq_bflast_sd","ineq_bflast_95ci_inf","ineq_bflast_95ci_sup","ineq","ineq_sd","ineq_95ci_inf","ineq_95ci_sup","SumAbsDev","SumAbsDev_sd","SumAbsDev_95ci_inf","SumAbsDev_95ci_sup"
"1","0",100,0.08,0.0927975095451261,0.03,0.15,-0.21102,0.135686738949134,-0.2919,-0.123855,-8.110395,8.60667443750222,-14.05101,-3.13535,0.897839572265625,0.0237551634855917,0.883653619140625,0.9129636875,0.81004075390625,0.0793391882204327,0.75697330859375,0.85312,0.0550161637426955,0.0110993607384751,0.0479930282291807,0.0618873835149008,0.0573935800606394,0.0116691086447912,0.0498684369224866,0.0643415343720117,606.490620879121,39.013532037729,582.490357142857,631.197362637363
"2","1",100,0.82,0.120681415472325,0.74,0.89,-0.87033,0.0820131712678756,-0.916655,-0.81418,-82.081195,12.0775683846326,-89.06589,-74.126705,0.979058015625,0.0127012719230788,0.9706869140625,0.9858433125,0.16918981640625,0.110601859717473,0.10534592578125,0.23551840625,0.0184620418864703,0.00654035464239619,0.0145354272032206,0.02273031788356,0.00749619221918455,0.00656257070299103,0.00393821355074635,0.0117415370755894,862.320991662448,35.0834369874931,840.759588835013,884.133836701139
