"pred"	"rep"	"extinct"	"act_dev_bflast"	"act_dev"	"fin_yield_bflast"	"fin_yield"	"ineq_bflast"	"ineq"	"SAbsD"	"final_ts"
0	77	0	-0.2905	-0.342	40000	34131.4375	0	0.10949759119064	10617	20
0	78	1	-0.994	-100	40000	100	0	0	13802	15
0	79	0	-0.233	0.1285	33498.4375	33553.1875	0.0740527301541565	0.0618318405085235	10556	20
0	80	0	-0.0595	0.451	35595.875	31872.125	0.0690362269309638	0.0848794411477503	11203	20
0	81	0	-0.1015	0.3665	34769.75	32261.15625	0.058815272318922	0.088814825666569	10339	20
0	82	0	-0.904	-0.9895	38992.25	40000	0.0302877334679455	0	15129	20
0	83	0	0.4445	-0.3135	31571.3125	40000	0.0769052939816599	0	11381	20
0	84	0	-0.537	-0.5165	37063.125	36753.625	0.0666404818015187	0.0557169263269078	13121	20
0	85	0	-0.4975	-0.4015	35339.75	36320.3125	0.0466601860852659	0.0445404238088811	12066	20
0	86	0	0.425	-0.2955	31882.21875	39976	0.0957518041812365	0.0015	11534	20
0	87	0	-0.0835	0.3855	34620.9375	32089.28125	0.0971331058020478	0.104052248775419	11061	20
0	88	0	0.127	-0.232	32487.875	34375.59375	0.0836360940164603	0.105770584095707	10226	20
0	89	0	-0.348	-0.41	39761	34715.5625	0.0160240360540811	0.0753824756606398	13293	20
0	90	0	-0.052	0.387	34497.34375	31809.3125	0.0810213940648723	0.102447971253182	12386	20
0	91	0	-0.0925	0.6645	34273.6875	32154.71875	0.0719078900897083	0.100141253438406	11070	20
0	92	0	-0.9535	-1	39731.5	40000	0.0127627627627628	0	17146	20
0	93	0	-0.2995	-0.0125	35368.375	34224.65625	0.0899373638344227	0.0732664937250228	9778	20
0	94	0	0.273	-0.319	34133.75	39251.25	0.0664878599661208	0.0194297249558415	11464	20
0	95	0	0.8185	-0.03	30958.40625	39749	0.0855232467734411	0.00627195183140993	12445	20
0	96	0	-0.31	-0.363	39964	34339.5	0.003	0.0628765860920111	11558	20
0	97	0	-0.44	-0.097	35051.40625	35704.3125	0.0752762430939227	0.0745257452574526	10340	20
0	98	0	0.042	0.5345	34093.625	31078.84375	0.072531947760146	0.0943626516133954	9797	20
0	99	0	-0.2165	0.0245	40000	33377.125	0	0.0691805656272661	13608	20
0	100	0	0.0925	0.109	33618.15625	32711.359375	0.0829086210609432	0.0888253713952811	10446	20
1	1	1	-0.9875	-100	40000	100	0	0	8359	8
1	2	1	-0.9765	-100	39814.75	100	0.0100050025012506	0	13062	17
1	3	1	-0.941	-100	39577.25	100	0.0198392767453541	0	8463	10
1	4	1	-0.94	-100	39387.375	100	0.0219033232628399	0	8698	10
1	5	1	-0.9805	-100	39970	100	0.002	0	11605	15
1	6	1	-0.9515	-100	39624.125	100	0.0164242728184554	0	10257	13
1	7	1	-0.976	-100	39958	100	0.0065	0	13580	16
1	8	1	-0.974	-100	39749.25	100	0.0130065032516258	0	12191	16
1	9	0	-0.171	0.2415	34971.3125	32939.25	0.1	0.0810515584037285	14643	20
1	10	1	-0.985	-100	39928	100	0.0055	0	11329	13
1	11	1	-0.9415	-100	39381.75	100	0.0223730517848165	0	8571	9
1	12	1	-0.9795	-100	39976	100	0.005	0	12794	14
1	13	1	-0.9805	-100	40000	100	0	0	9952	11
1	14	1	-0.9605	-100	39591	100	0.0162825651302605	0	14314	19
1	15	1	-0.993	-100	40000	100	0	0	13228	15
1	16	1	-0.9695	-100	39760.75	100	0.013013013013013	0	10599	12
1	17	1	-0.9485	-100	39511.25	100	0.0193370165745856	0	6751	8
1	18	1	-0.96	-100	39589	100	0.0188064192577733	0	7044	8
1	19	1	-0.9875	-100	39988	100	0.003	0	15469	16
1	20	1	-0.933	-100	39499	100	0.0218154463390171	0	13592	15
1	21	1	-0.987	-100	39976	100	0.0015	0	9627	11
1	22	1	-0.9335	-100	39316.5	100	0.0269250125817816	0	10367	12
1	23	0	-0.536	-0.518	36997.0625	36742.90625	0.0573996326423511	0.0546957323498419	13386	20
1	24	1	-0.9385	-100	39505	100	0.0218702865761689	0	11177	13
1	25	1	-0.9495	-100	39624.25	100	0.0180451127819549	0	9166	9
1	26	1	-0.9665	-100	39880	100	0.00550275137568784	0	15312	18
1	27	1	-0.994	-100	40000	100	0	0	9593	9
1	28	1	-0.989	-100	39952	100	0.0085	0	6852	7
1	29	1	-0.993	-100	40000	100	0	0	16269	18
1	30	1	-0.949	-100	39439.75	100	0.0228585782466717	0	10255	12
1	31	1	-0.9605	-100	39546.5	100	0.0226244343891403	0	9268	11
1	32	1	-0.9625	-100	39624	100	0.015805318615153	0	11741	14
1	33	1	-0.9635	-100	39706.75	100	0.0130260521042084	0	6878	8
1	34	1	-0.949	-100	39411.125	100	0.0211267605633803	0	6704	8
1	35	1	-0.9885	-100	39856	100	0.008	0	10580	12
1	36	1	-0.9615	-100	39601	100	0.0160561966884094	0	8306	10
1	37	1	-0.9795	-100	39820.5	100	0.0107553776888444	0	10646	12
1	38	0	-0.7195	-0.817	36835.3125	38749.8125	0.0672035912331661	0.0298545547333503	14083	20
1	39	1	-0.964	-100	39826	100	0.00751126690035053	0	9720	11
1	40	1	-0.9405	-100	39453.25	100	0.0243473895582329	0	9273	11
1	41	0	-0.9945	-0.9995	39982	40000	0.0025	0	18802	20
1	42	1	-0.9595	-100	39827.25	100	0.00725725725725726	0	11018	11
1	43	0	0.424	-0.2965	31886.75	40000	0.0795299727520436	0	12144	20
1	44	1	-0.9665	-100	39868.5	100	0.00675337668834417	0	10198	11
1	45	1	-0.995	-100	40000	100	0	0	11214	12
1	46	1	-0.954	-100	39695.75	100	0.0135270541082164	0	14023	15
1	47	1	-0.972	-100	39791.25	100	0.0110220440881764	0	8179	9
1	48	1	-0.9345	-100	39358.625	100	0.0251382604323781	0	10421	14
1	49	1	-0.99	-100	39994	100	0.002	0	11254	12
1	50	1	-0.9475	-100	39707	100	0.0105263157894737	0	7802	8
1	51	1	-0.956	-100	39648.5	100	0.0175262894341512	0	9718	11
1	52	0	-0.2495	0.0874999999999999	35522.1875	33702.5	0.0558613098514034	0.0783475783475783	14541	20
1	53	1	-0.9265	-100	39386.875	100	0.032051282051282	0	8327	12
1	54	1	-0.9605	-100	39695.25	100	0.00952858575727182	0	12930	16
1	55	0	-0.967	-1	39826.25	40000	0.00900900900900901	0	17998	20
1	56	1	-0.9185	-100	39258.625	100	0.0274420946626385	0	8849	9
1	57	0	0.0535000000000001	-0.494	33879.59375	40000	0.0625800028445456	0	11387	20
1	58	1	-0.9645	-100	39701	100	0.0120240480961924	0	8624	10
1	59	1	-0.9855	-100	39994	100	0.002	0	8273	8
1	60	0	-0.8755	-0.9665	38799.5	39940.5	0.03251206502413	0.00475	17059	20
1	61	0	-0.6045	-0.632	35966	37495.375	0.0526601520086862	0.0549895506792058	12815	20
1	62	1	-0.936	-100	39511.5	100	0.0203415369161226	0	7770	8
1	63	1	-0.977	-100	39904.25	100	0.007	0	9489	10
1	64	1	-0.9905	-100	39928	100	0.0055	0	14118	15
1	65	1	-0.9765	-100	39833.5	100	0.00750375187593797	0	8967	11
1	66	1	-0.954	-100	39546.625	100	0.0165496489468405	0	10688	13
1	67	0	-0.1065	0.3365	32422.75	32303.890625	0.0731762233563494	0.0833827453305663	11717	20
1	68	1	-0.964	-100	39659.25	100	0.0165330661322645	0	9661	11
1	69	1	-0.993	-100	40000	100	0	0	16688	18
1	70	1	-0.9595	-100	39642.125	100	0.0155466399197593	0	15012	17
1	71	1	-0.9915	-100	40000	100	0	0	12383	12
1	72	0	-0.308	0.17	35530.1875	34312.9375	0.0632616732849514	0.0739167374681393	13367	20
1	73	1	-0.995	-100	40000	100	0	0	13881	14
1	74	1	-0.9485	-100	39540.25	100	0.0228070175438597	0	12622	14
1	75	1	-0.981	-100	39982.25	100	0.003	0	8417	9
1	76	1	-0.9585	-100	39821	100	0.00850850850850851	0	8162	9
1	77	1	-0.9715	-100	39898	100	0.00600300150075038	0	10631	12
1	78	1	-0.9035	-100	39445.625	100	0.0171112229491696	0	11791	13
1	79	1	-0.985	-100	39958	100	0.0035	0	6766	7
1	80	1	-0.9545	-100	39523.25	100	0.0160723254645907	0	14068	18
1	81	1	-0.986	-100	39988	100	0.0025	0	8497	9
1	82	1	-0.946	-100	39440	100	0.0193856998992951	0	12249	15
1	83	1	-0.9935	-100	40000	100	0	0	10994	9
1	84	0	-0.8025	-0.9555	38490.625	39470.5	0.0342185903983657	0.0185836263184329	14818	20
1	85	1	-0.994	-100	40000	100	0	0	17708	19
1	86	1	-0.969	-100	39893	100	0.0080040020010005	0	9973	12
1	87	0	-0.556	-0.5425	36956.75	36964.09375	0.0473600424515787	0.043357199681782	15411	20
1	88	0	-0.138	0.097	40000	32625.125	0	0.0936074738855377	11587	20
1	89	1	-0.973	-100	39964	100	0.005	0	12994	15
1	90	0	-0.482	-0.38	36521.5625	36165.0625	0.053373413493654	0.0492067760150578	12510	20
1	91	1	-0.9915	-100	39994	100	0.002	0	10606	11
1	92	1	-0.965	-100	39714	100	0.0132699048572859	0	13523	17
1	93	1	-0.99	-100	39970.25	100	0.00475	0	10447	11
1	94	1	-0.9285	-100	39381.75	100	0.0224068479355488	0	7723	8
1	95	1	-0.994	-100	40000	100	0	0	13962	14
1	96	1	-0.942	-100	39832.75	100	0.01125	0	14936	19
1	97	0	-0.7525	-0.888	38125.1875	39040.375	0.0498206967213115	0.0310606060606061	16856	20
1	98	0	-0.087	-0.5625	34585.40625	38106.9375	0.0761262513904338	0.0528150826446281	14882	20
1	99	1	-0.924	-100	39173	100	0.0249621785173979	0	9513	11
1	100	1	-0.959	-100	39618.5	100	0.0140491721023583	0	13366	16
