0	1	0	2000	1000	1772	1450	1465	2457	1296	1700	3266	1801	2377	1309	1942	2861	1374	1723	2578	1257	1125	1321	2373	2250
0	2	0	2000	1000	1756	1735	3054	1509	1387	1890	3367	1807	1918	2828	1370	1313	1848	2777	1330	1049	1113	1257	1619	2365
0	3	0	2000	1000	1737	2136	3027	1378	1167	1478	2495	1395	1433	2094	3575	1843	2626	1327	1251	1587	2332	2068	3090	1557
0	4	1	2000	1000	1746	916	538	254	27	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	0	2000	1000	1719	1755	2358	1700	2898	1501	1949	2778	1316	1126	1334	1738	2502	1771	2243	2595	1106	889	998	1145
0	6	0	2000	1000	1735	1503	1857	2635	1216	912	943	990	1042	1218	1623	2724	1438	1253	2022	3707	1981	2118	3401	1735
0	7	0	2000	1000	1736	1316	1427	1855	2671	1239	995	1038	1218	2090	3536	1794	1793	2770	1377	1315	1811	2621	1319	1213
0	8	0	2000	1000	1719	1506	2312	2223	2030	3708	1973	1973	2957	1451	1650	2382	1751	2091	3345	1673	2406	1317	1712	3325
0	9	0	2000	1000	1767	1772	2373	1544	1751	3120	1635	1703	2880	1513	1822	2610	1253	976	1031	1020	1704	3180	1699	2240
0	10	0	2000	1000	1741	1491	1884	3255	1681	1909	3490	1866	2489	1628	2655	1391	1666	2929	1566	1436	1942	2846	1407	1206
0	11	0	2000	1000	1735	1702	2120	3395	1647	1658	3189	1741	2476	1396	1410	2200	2600	1086	811	803	582	284	63	0
0	12	0	2000	1000	1742	1298	1387	2303	2082	3653	1923	1994	3506	1835	2487	1258	1174	1830	3581	1988	2089	3597	1866	1871
0	13	0	2000	1000	1753	1600	2528	1239	978	1136	1433	2699	1494	1780	2522	1310	1669	2440	1576	1793	2721	1347	1317	1813
0	14	1	2000	1000	1751	1551	2596	1309	1608	2389	1178	822	680	454	167	11	0	0	0	0	0	0	0	0
0	15	0	2000	1000	1747	1672	2128	3168	1529	1943	2720	1294	1517	2220	2346	1698	2325	1301	1631	3168	1727	1920	2638	1255
0	16	0	2000	1000	1707	1176	1273	1708	2539	1237	1127	1426	2054	3603	1886	1899	2722	1303	1784	2754	1373	1276	1735	2601
0	17	0	2000	1000	1739	2663	1246	1056	1347	1828	2647	1263	1113	1296	1710	2582	1282	1133	1524	2679	1417	1696	2400	2228
0	18	0	2000	1000	1776	2390	1391	1954	2909	1383	1350	2014	3659	1950	2043	3624	1908	1864	2630	1258	1103	1398	1805	2678
0	19	0	2000	1000	1728	2341	1755	2175	2664	1141	908	1000	1137	1425	1989	3041	1425	1212	1621	2378	1389	2011	3031	1417
0	20	0	2000	1000	1745	2694	1230	931	1024	1201	1534	2192	2093	2671	1252	1115	1407	1928	2921	1427	1217	1619	2441	1181
0	21	0	2000	1000	1764	2740	1285	1645	2352	1191	1072	1366	1928	2980	1459	1482	2187	2589	1091	835	837	794	745	980
0	22	1	2000	1000	1754	2529	1119	732	628	642	498	179	23	0	0	0	0	0	0	0	0	0	0	0
0	23	0	2000	1000	1729	2496	1189	1097	1389	1968	2984	1448	1342	1719	2401	1197	1053	1353	1912	2832	1407	1572	2272	1546
