0	1	0	2000	1000	63	110	110	18	110	110	10	110	22	110	110	10	110	110	14	110	110	110	22	33
0	2	0	2000	1000	66	110	10	110	110	110	10	110	110	10	110	110	110	11	110	110	110	110	110	23
0	3	0	2000	1000	62	61	10	110	110	110	17	110	110	89	10	110	13	110	110	110	25	110	10	110
0	4	1	2000	1000	37	110	110	110	110	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	0	2000	1000	68	110	23	110	10	110	110	11	110	110	110	110	17	110	34	14	110	110	110	110
0	6	0	2000	1000	56	110	110	13	110	110	110	110	110	110	110	12	110	110	110	10	110	71	10	110
0	7	0	2000	1000	50	110	110	110	12	110	110	110	110	93	10	110	110	11	110	110	110	13	110	110
0	8	0	2000	1000	56	110	27	38	110	10	110	110	10	110	110	22	110	92	10	110	21	110	110	10
0	9	0	2000	1000	65	110	22	110	110	10	110	110	10	110	110	14	110	110	110	110	110	10	110	35
0	10	0	2000	1000	52	110	110	10	110	110	10	110	17	110	13	110	110	10	110	110	110	10	110	110
0	11	0	2000	1000	63	110	69	10	110	110	10	110	18	110	110	42	14	110	110	110	110	110	110	110
0	12	0	2000	1000	50	110	110	27	102	10	110	110	10	110	17	110	110	110	10	110	94	10	110	110
0	13	0	2000	1000	57	110	16	110	110	110	110	12	110	110	16	110	110	19	110	110	12	110	110	110
0	14	1	2000	1000	55	110	14	110	110	21	110	110	110	110	110	110	110	0	0	0	0	0	0	0
0	15	0	2000	1000	58	110	65	10	110	110	12	110	110	38	24	110	26	110	110	10	110	110	13	110
0	16	0	2000	1000	46	110	110	110	15	110	110	110	110	10	110	110	12	110	110	11	110	110	110	14
0	17	0	2000	1000	63	12	110	110	110	110	13	110	110	110	110	14	110	110	110	12	110	110	21	36
0	18	0	2000	1000	51	21	110	110	10	110	110	110	10	110	110	10	110	110	13	110	110	110	110	12
0	19	0	2000	1000	52	24	110	48	12	110	110	110	110	110	110	10	110	110	110	22	110	110	10	110
0	20	0	2000	1000	69	12	110	110	110	110	110	43	89	12	110	110	110	110	10	110	110	110	19	110
0	21	0	2000	1000	63	11	110	110	24	110	110	110	110	10	110	110	45	14	110	110	110	110	110	110
0	22	1	2000	1000	62	16	110	110	110	110	110	110	110	110	0	0	0	0	0	0	0	0	0	0
0	23	0	2000	1000	61	17	110	110	110	110	10	110	110	110	21	110	110	110	110	10	110	110	31	110
0	24	1	2000	1000	53	110	58	18	110	110	110	110	110	110	0	0	0	0	0	0	0	0	0	0
0	25	0	2000	1000	61	110	14	110	110	110	110	59	14	110	110	110	110	110	81	10	110	110	110	72
0	26	0	2000	1000	68	110	11	110	110	110	86	10	110	110	18	110	110	110	25	110	110	18	110	110
0	27	0	2000	1000	65	10	110	110	20	110	110	110	110	10	110	110	52	23	110	110	110	21	110	110
0	28	0	2000	1000	62	11	110	110	110	10	110	110	110	10	110	110	110	10	110	110	23	110	110	110
0	29	0	2000	1000	56	12	110	110	110	110	27	110	110	10	110	110	69	10	110	110	110	10	110	110
0	30	0	2000	1000	61	12	110	110	86	10	110	110	110	10	110	110	51	17	110	110	110	110	110	110
