"","prd","rep","ext_prob","ext_prob_sd","ext_prob_95ci_inf","ext_prob_95ci_sup","act_dev_bflast","act_dev_bflast_sd","act_dev_bflast_95ci_inf","act_dev_bflast_95ci_sup","act_dev","act_dev_sd","act_dev_95ci_inf","act_dev_95ci_sup","fin_yield_bflast","fin_yield_bflast_sd","fin_yield_bflast_95ci_inf","fin_yield_bflast_95ci_sup","fin_yield","fin_yield_sd","fin_yield_95ci_inf","fin_yield_95ci_sup","ineq_bflast","ineq_bflast_sd","ineq_bflast_95ci_inf","ineq_bflast_95ci_sup","ineq","ineq_sd","ineq_95ci_inf","ineq_95ci_sup","SumAbsDev","SumAbsDev_sd","SumAbsDev_95ci_inf","SumAbsDev_95ci_sup"
"1",0,92,0.08,0.0852326524901405,0.03,0.13,-0.144255434782609,0.122458369444809,-0.216489130434783,-0.0732771739130435,-0.119994565217391,0.139124173997714,-0.202923913043478,-0.0347228260869565,0.889221749745245,0.024407143166672,0.874892529296875,0.904104203464674,0.880261689028533,0.0237892571799952,0.866418087635869,0.894333266813859,0.0592201751224523,0.0109312637334773,0.0523568810021614,0.0649726678086907,0.062384326152869,0.0119061852954121,0.0549707142900834,0.0690144118113793,577.263043478261,25.0883686828612,561.830434782609,591.786956521739
"2",1,18,0,0,0,0,-0.437361111111111,0.651238728664814,-0.587777777777778,-0.263361111111111,-0.451083333333333,0.771240672338661,-0.653388888888889,-0.268666666666667,0.912914496527778,0.10603157413547,0.885682508680556,0.939404774305556,0.928554535590278,0.126668106026735,0.895426128472222,0.959086197916667,0.0509218125812211,0.0481135611838892,0.0380088865555548,0.0625123000356269,0.0416455123288031,0.0558628911576678,0.027507272686986,0.0558803298686977,716.683333333333,188.742541552847,665.919444444444,763.827777777778
